#Station	ID_st	State	Name	No.records	Long	Lat	1_2013	2_2013	3_2013	4_2013	5_2013	6_2013	7_2013	8_2013	9_2013	10_2013	11_2013	12_2013	1_2014	2_2014	3_2014	4_2014	5_2014	6_2014	7_2014	8_2014	9_2014	10_2014	11_2014	12_2014	1_2015	2_2015	3_2015	4_2015	5_2015	6_2015	7_2015	8_2015	9_2015	10_2015	11_2015	12_2015	1_2016	2_2016	3_2016	4_2016	5_2016	6_2016	7_2016	8_2016	9_2016	10_2016	11_2016	12_2016	1_2017	2_2017	3_2017	4_2017	5_2017	6_2017	7_2017	8_2017	9_2017	10_2017	11_2017	12_2017	1_2018	2_2018	3_2018	4_2018	5_2018	6_2018	7_2018	8_2018	9_2018	10_2018	11_2018	12_2018	1_2019	2_2019	3_2019	4_2019	5_2019	6_2019	7_2019	8_2019	9_2019	10_2019	11_2019	12_2019	1_2020	2_2020	3_2020	4_2020	5_2020	6_2020	7_2020	8_2020	9_2020	10_2020	11_2020	12_2020	1_2021	2_2021	3_2021	4_2021	5_2021	6_2021	7_2021	8_2021	9_2021	10_2021	11_2021	12_2021	1_2022	2_2022	3_2022	4_2022	5_2022	6_2022	7_2022	8_2022	9_2022	10_2022	11_2022	12_2022	1_2023	2_2023	3_2023	4_2023	5_2023	6_2023	7_2023	8_2023	9_2023	10_2023	11_2023	12_2023	1_2024	2_2024	3_2024	4_2024	5_2024	6_2024	7_2024	8_2024	9_2024	10_2024	11_2024	12_2024	1_2025	2_2025	3_2025	4_2025	5_2025	6_2025	7_2025	8_2025	9_2025	10_2025	11_2025	12_2025	1_2026	2_2026	3_2026	4_2026	5_2026	Unnamed: 168
TNJAG	(19)	AGS	LA TINAJA II	96	-102.13	21.81	52.0	0.0	0.0	0.0	47.5	79.0	208.0	45.0	134.5	11.5	33.7	70.0	-99.0	0.0	0.0	0.0	64.5	-99.0	-99.0	99.0	62.0	-99.0	-99.0	-99.0	3.8	23.0	85.0	9.0	46.0	145.0	87.0	151.0	163.0	120.0	3.0	24.0	0.0	16.0	15.0	3.0	1.0	66.0	194.0	167.9	58.0	28.0	51.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	10.0	-99.0	0.0	16.0	73.0	-99.0	-99.0	53.0	-99.0	-99.0	57.0	-99.0	11.0	-99.0	-99.0	-99.0	0.0	49.0	-99.0	105.0	67.0	33.0	-99.0	-99.0	22.0	37.0	0.0	0.0	19.0	69.0	105.0	89.0	46.0	-99.0	0.0	9.0	6.0	0.0	0.0	-99.0	7.0	129.0	151.0	59.0	-99.0	31.0	0.0	-99.0	0.0	1.0	-99.0	147.0	-99.0	-99.0	-99.0	-99.0	-99.0	50.0	2.8	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	59.0	43.0	59.1	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	14.0	169.0	93.0	-99.0	78.0	6.0	0.0	12.0	-99.0	0.0	0.0	-99.0	7.0	
VJZAG	(20)	AGS	VILLA JUAREZ	85	-102.07	22.1	30.0	0.0	0.0	0.0	18.2	57.1	244.3	77.3	155.9	27.4	41.5	68.7	-99.0	0.0	0.81	0.0	46.02	-99.0	-99.0	-99.0	30.71	-99.0	18.6	0.3	2.2	25.4	72.6	11.1	17.8	132.3	134.8	48.9	55.4	93.0	3.2	15.3	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	16.9	-99.0	0.0	63.7	55.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.81	-99.0	22.2	-99.0	-99.0	-99.0	0.0	116.03	-99.0	83.91	38.6	-99.0	-99.0	-99.0	76.7	29.6	1.6	0.0	41.8	55.5	188.12	-99.0	69.55000054	-99.0	0.0	12.0	15.2	0.0	0.0	-99.0	17.6	61.8	96.71	92.0	-99.0	35.5	0.01	-99.0	0.41	0.6	-99.0	5.0	-99.0	-99.0	-99.0	-99.0	-99.0	85.91	11.0	0.5	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	31.81	1.8	47.32	60.0	41.32	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	21.6	145.06	141.11	106.1	81.41	4.2	0.0	10.8	-99.0	0.01	6.81	-99.0	11.2	
AGHBN	(21)	BC	AGUA HECHICERA	94	-116.2	32.27	53.7	30.4	36.3	2.3	9.1	0.0	61.1	30.2	66.1	24.1	22.9	-99.0	-99.0	-99.0	-99.0	9.3	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	27.9	-99.0	-99.0	-99.0	-99.0	8.1	3.9	0.6	20.7	22.4	18.82	-99.0	7.6	-99.0	-99.0	0.0	45.9	6.1	29.4	0.0	81.8	37.4	-99.0	5.6	48.7	11.9	0.0	0.0	0.0	0.3	0.0	-99.0	12.0	7.3	38.9	3.1	24.2	3.5	0.0	0.0	7.3	21.5	25.4	5.3	0.0	71.4	2.6	31.7	36.7	2.9	0.0	0.0	-99.0	20.7	17.8	3.4	22.0	29.2	131.8	38.66	83.5	-99.0	0.0	0.0	3.0	24.4	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	13.3	3.3	0.0	-99.0	14.2	0.0	0.0	8.2	0.5	15.8	23.1	-99.0	25.4	5.6	0.0	0.0	24.2	38.8	8.4	63.6	44.5	21.4	52.4	0.8	3.58	3.8	
ALRBN	(22)	BC	ABELARDO L. RODRIGUEZ	134	-116.91	32.45	46.9	17.3	21.8	0.7	2.6	0.0	0.2	0.0	0.0	17.9	10.1	13.6	-99.0	32.7	23.3	15.2	0.0	0.0	0.7	2.6	0.0	0.0	-99.0	-99.0	12.6	13.5	34.8	3.6	10.3	0.0	0.0	0.0	12.4	13.1	27.7	27.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	53.6	23.0	13.6	0.0	0.3	0.0	-99.0	0.0	0.01	3.41	26.0	44.9	48.2	121.71	24.3	3.8	19.93	0.01	0.0	0.0	1.91	0.0	75.7	180.15	7.4	27.51	93.8	76.0	0.5	0.0	0.0	0.0	0.0	-99.0	15.61	15.7	45.0	3.6	42.4	1.9	0.0	0.0	0.01	0.2	0.0	26.6	0.0	74.8	13.9	22.6	42.7	3.9	0.02	0.0	-99.0	0.0	0.2	3.62	25.21	55.1	109.01	57.02	95.5	0.0	3.2	0.8	0.0	33.2	0.0	0.01	16.3	12.0	74.4	90.9	73.4	10.12	0.8	0.0	0.0	0.0	0.0	0.01	2.3	0.0	9.7	18.7	58.42	6.01	2.03	1.3	0.0	5.01	1.5	14.0	42.7	50.9	22.4	46.5	0.0	2.6	1.82	
BAABN	(23)	BC	"""BAHIA DE LOS ANGELES"	31	-113.56	28.9	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	8.8	6.8	0.8	0.6	1.6	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
CRRBN	(24)	BC	EL CARRIZO	122	-116.7	32.48	42.4	30.6	20.3	0.0	3.8	0.0	0.0	1.0	0.0	21.4	6.2	18.0	-99.0	22.1	23.7	12.5	0.0	0.0	0.0	3.7	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	47.6	16.1	25.01	0.0	0.0	0.01	-99.0	0.6	0.0	3.1	37.51	49.4	58.7	132.22	15.71	2.4	29.93	0.0	1.4	0.0	3.0	0.0	109.5	117.7	5.1	30.4	89.6	62.2	0.5	0.0	0.01	0.0	0.0	-99.0	15.0	13.9	44.3	2.1	46.0	1.6	0.0	0.0	0.0	0.0	3.5	16.0	0.0	53.5	13.61	41.9	50.8	3.1	0.0	0.0	-99.0	0.0	18.6	5.7	18.2	50.3	30.9	57.43	103.5	0.0	1.0	2.0	0.0	41.0	0.0	1.0	32.8	19.1	85.91	88.2	82.71	18.9	0.01	0.0	0.0	0.01	0.0	0.01	8.4	0.0	15.9	19.4	84.8	16.0	2.42	1.8	0.0	7.3	5.2	6.7	42.3	38.5	21.3	52.51	0.01	13.8	5.11	
DIABN	(25)	BC	"""GUSTAVO DÍAZ ORDAZ"	22	-113.46	27.64	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	29.8	38.6	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
EFLBN	(26)	BC	EL FLORIDO	122	-116.81	32.47	44.9	16.5	27.7	0.0	3.0	0.0	5.1	6.4	0.0	10.5	8.0	8.1	-99.0	29.8	28.1	6.7	0.0	0.0	0.0	0.0	0.0	1.1	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	44.6	32.8	15.82	0.0	0.0	0.0	-99.0	0.0	0.0	4.31	21.82	55.7	20.6	105.23	17.21	1.55	20.54	0.0	0.0	0.0	8.51	0.0	65.0	139.4	8.7	24.91	89.5	58.6	9.5	0.0	0.0	0.0	0.0	-99.0	10.6	10.9	45.4	4.0	35.61	5.8	0.0	0.0	0.01	0.5	0.0	20.3	0.0	56.9	11.21	28.2	36.7	5.0	0.0	0.0	-99.0	0.0	12.5	6.3	21.52	47.8	104.5	49.13	85.6	0.0	2.01	1.9	0.0	28.6	0.0	1.0	20.32	13.03	76.11	87.2	70.3	10.53	0.01	0.0	0.0	0.01	0.0	0.01	5.6	2.1	14.8	15.0	72.61	9.23	2.82	0.01	0.0	4.01	6.82	9.0	42.0	36.01	18.0	33.5	0.01	2.0	11.52	
ELZBN	(27)	BC	EMILIO LOPEZ ZAMORA	122	-116.17	31.1	63.3	16.4	42.7	0.5	4.8	0.0	2.3	1.8	0.0	11.8	13.2	23.0	-99.0	36.8	26.7	6.71	0.0	0.0	0.0	4.0	0.0	2.9	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	24.0	30.3	3.84	0.2	0.0	0.01	-99.0	0.0	2.8	3.41	21.3	63.0	48.42	112.62	15.7	6.01	15.22	0.0	1.6	0.01	3.71	0.0	106.4	94.1	12.2	18.7	100.4	24.5	2.0	0.0	0.0	0.01	0.0	-99.0	3.5	18.1	65.6	4.2	59.92	1.9	0.0	0.01	1.1	0.7	0.0	7.8	0.0	72.4	0.81	29.9	41.1	0.3	0.0	0.0	-99.0	0.0	6.5	4.11	15.1	44.3	140.3	43.2	105.7	0.01	2.71	0.0	0.3	66.41	0.0	7.51	30.4	16.21	34.7	96.4	136.61	11.91	2.5	0.8	0.0	0.4	0.02	0.21	9.7	0.0	18.9	28.0	59.01	2.91	10.01	0.0	0.0	2.51	4.11	10.2	56.4	45.8	25.2	26.5	5.2	7.6	5.71	
ENLBN	(28)	BC	EJIDO NUEVO LEON	113	-115.19	32.41	25.2	0.0	0.0	0.0	0.0	0.0	0.8	19.6	0.2	0.0	29.0	0.8	-99.0	0.2	0.2	0.0	5.3	0.0	0.0	14.0	0.4	2.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.6	0.01	0.0	-99.0	-99.0	-99.0	0.0	4.0	3.11	0.0	13.8	8.9	2.01	4.91	0.5	0.0	0.0	0.0	0.02	0.0	0.0	28.7	9.1	0.8	2.3	39.2	5.2	0.0	0.0	0.0	0.0	0.0	-99.0	0.01	0.0	22.0	0.0	0.0	0.0	0.0	0.0	1.2	0.5	0.0	2.0	0.2	11.1	0.0	0.0	0.0	0.0	0.0	0.0	-99.0	3.0	63.6	4.6	0.0	0.73	9.47	0.0	2.2	0.0	0.0	0.0	0.0	40.1	15.8	0.0	2.9	18.5	20.51	2.5	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-99.0	-99.0	0.0	0.0	3.91	0.0	-99.0	0.01	-99.0	-99.0	14.3	0.0	13.4	1.2	0.0	0.0	0.0	0.0	0.0	
LAMBN	(29)	BC	LA MISION	26	-116.81	32.1	18.9	-99.0	44.0	0.0	8.7	0.0	0.0	-99.0	0.0	5.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	9.5	0.0	0.0	0.0	-99.0	0.0	0.0	0.01	31.02	-99.0	-99.0	-99.0	24.01	3.01	23.53	0.0	0.0	0.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
MXCBN	(30)	BC	MEXICALI	119	-115.27	32.39	16.9	0.4	0.0	0.0	0.0	0.0	8.4	25.7	32.6	0.5	12.3	2.1	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	47.01	26.2	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.5	0.01	0.0	0.0	-99.0	-99.0	0.0	3.2	2.31	0.01	20.7	9.31	8.61	0.61	0.2	0.02	0.0	0.0	0.03	10.8	0.0	18.1	13.62	0.0	7.81	50.2	15.6	9.0	0.0	0.01	0.0	0.0	-99.0	0.02	0.0	26.2	0.1	0.73	0.0	0.0	0.0	0.03	13.9	5.6	1.3	0.01	7.7	0.0	0.0	1.0	0.0	0.0	0.0	-99.0	9.3	35.4	23.21	1.6	5.14	9.7	0.51	6.72	0.0	0.0	0.0	8.52	36.33	22.4	0.01	3.9	4.2	31.51	4.0	-99.0	0.01	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.02	0.01	0.0	16.91	45.81	2.2	28.2	7.7	0.4	0.01	0.0	0.01	0.0	
PDMBN	(31)	BC	PRESA DERIVADORA MORELOS	116	-114.73	32.7	22.5	0.0	5.5	0.0	0.0	0.0	17.0	8.0	0.0	0.0	4.5	1.0	-99.0	0.0	0.0	0.0	0.0	0.0	13.2	2.2	0.0	2.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.5	0.5	0.02	0.0	0.0	-99.0	-99.0	1.0	2.4	6.02	0.2	22.9	3.51	6.02	1.61	3.51	0.0	0.0	0.0	0.01	1.0	0.0	44.0	6.42	0.6	23.2	67.0	3.0	0.0	0.0	0.0	0.0	0.0	-99.0	0.01	0.0	33.2	0.0	0.01	0.8	0.0	0.0	36.51	6.8	0.6	0.0	0.0	8.0	0.0	3.0	0.6	0.0	0.0	0.0	-99.0	33.3	6.5	10.6	0.0	2.53	-99.0	-99.0	-99.0	0.0	0.0	0.0	1.8	14.13	2.0	0.0	2.01	26.2	30.03	17.51	7.02	1.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	-99.0	0.0	5.55	0.0	-99.0	2.3	0.0	38.01	8.01	7.0	34.2	5.01	0.0	0.01	4.3	0.0	0.0	
PLZBN	(32)	BC	"""LÓPEZ ZAMORA"	20	-116.6	31.89	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
SFLBN	(33)	BC	SAN FELIPE	103	-114.85	31.03	8.6	0.0	0.0	0.0	0.0	0.0	4.0	17.8	15.2	0.0	0.5	2.8	-99.0	0.0	0.0	0.0	0.0	0.0	0.2	3.4	0.2	30.8	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	6.0	0.0	0.0	0.0	0.0	-99.0	0.0	4.3	145.23	0.0	15.0	1.2	3.1	9.8	0.0	0.0	0.0	4.2	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	3.2	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	-99.0	0.0	95.1	2.1	0.0	2.47	16.3	0.0	0.0	0.0	0.0	0.0	0.0	109.9	0.0	0.0	12.0	40.5	0.9	1.4	3.41	0.5	0.0	0.3	0.0	0.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	12.4	-99.0	0.03	19.6	7.4	35.2	0.0	0.0	0.8	0.0	0.2	0.0	
SQNBN	(34)	BC	"""SAN QUINTIN"	83	-115.94	30.53	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	32.2	52.6	5.2	12.0	13.0	11.6	0.2	0.0	0.0	0.0	0.0	-99.0	1.8	17.4	43.4	0.6	8.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	3.6	9.4	0.0	0.0	0.0	-99.0	0.0	35.2	0.0	4.2	13.19	22.78	25.4	19.39	0.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	3.8	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	-99.0	1.8	-99.0	-99.0	-99.0	0.4	0.0	-99.0	-99.0	0.2	33.4	3.8	9.8	13.0	1.6	0.0	0.0	
CCNBS	(35)	BCS	CD. CONSTITUCION	113	-111.66	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	25.2	74.8	0.2	3.1	-99.0	0.0	0.0	0.0	0.0	0.0	80.0	85.6	130.8	24.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.6	15.0	0.0	0.0	0.0	0.0	-99.0	3.3	96.2	10.4	0.0	2.0	4.1	1.4	6.6	0.0	0.0	0.0	0.2	10.0	73.7	83.1	96.9	2.7	2.4	3.5	11.9	0.4	0.0	0.0	0.0	8.4	40.2	-99.0	2.8	0.0	19.9	0.0	0.0	0.0	0.0	0.01	4.81	48.3	17.4	0.0	9.7	24.5	0.0	0.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	1.0	1.0	0.0	0.0	0.01	0.0	0.01	57.5	35.3	47.9	3.21	0.0	0.01	1.0	0.61	0.0	0.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-99.0	0.0	-99.0	8.7	56.6	32.1	0.0	9.6	32.0	0.0	8.6	0.0	0.0	
